Age,CommuteDistance,EnglishEducation,EnglishOccupation,Gender,GeographyKey,HouseOwnerFlag,MaritalStatus,NumberCarsOwned,NumberChildrenAtHome,Region,TotalChildren,YearlyIncome,,,,,,,,,,,,,,,
37,1-2 Miles,Partial College,Skilled Manual,M,609,0,M,1,0,North America,0,30000,,,,,,,,,,,,,,,
36,5-10 Miles,Partial College,Skilled Manual,F,542,1,M,1,0,North America,0,30000,,,,,,,,,,,,,,,
37,5-10 Miles,Partial College,Skilled Manual,F,638,1,M,1,0,North America,0,30000,,,,,,,,,,,,,,,
36,5-10 Miles,Partial College,Skilled Manual,F,299,1,M,2,0,North America,0,60000,,,,,,,,,,,,,,,
37,5-10 Miles,Partial College,Skilled Manual,F,307,1,S,2,0,North America,0,60000,,,,,,,,,,,,,,,
68,1-2 Miles,Partial College,Clerical,M,39,0,M,2,0,Pacific,2,30000,,,,,,,,,,,,,,,
36,5-10 Miles,Partial College,Skilled Manual,M,385,1,M,2,0,North America,0,70000,,,,,,,,,,,,,,,
37,0-1 Miles,Partial College,Skilled Manual,F,385,0,S,3,4,North America,4,90000,,,,,,,,,,,,,,,
37,1-2 Miles,Bachelors,Professional,M,60,0,S,2,0,North America,0,40000,,,,,,,,,,,,,,,
67,5-10 Miles,High School,Skilled Manual,M,11,1,M,2,0,Pacific,4,20000,,,,,,,,,,,,,,,
66,5-10 Miles,Partial High School,Clerical,M,15,1,S,2,1,Pacific,2,20000,,,,,,,,,,,,,,,
38,5-10 Miles,Partial College,Skilled Manual,F,312,1,M,2,0,North America,0,60000,,,,,,,,,,,,,,,
37,1-2 Miles,Partial College,Skilled Manual,F,315,0,M,2,0,North America,0,60000,,,,,,,,,,,,,,,
38,5-10 Miles,Partial College,Skilled Manual,F,326,1,M,2,0,North America,0,60000,,,,,,,,,,,,,,,
65,5-10 Miles,Partial High School,Clerical,F,34,1,S,2,1,Pacific,2,20000,,,,,,,,,,,,,,,
65,5-10 Miles,Partial High School,Clerical,M,34,1,S,2,1,Pacific,2,20000,,,,,,,,,,,,,,,
65,1-2 Miles,Partial High School,Clerical,M,34,0,S,2,1,Pacific,2,20000,,,,,,,,,,,,,,,
64,5-10 Miles,Partial High School,Clerical,F,10,1,M,2,1,Pacific,2,20000,,,,,,,,,,,,,,,
64,5-10 Miles,Partial High School,Clerical,M,18,1,M,2,1,Pacific,2,20000,,,,,,,,,,,,,,,
35,5-10 Miles,Partial College,Skilled Manual,F,315,1,M,2,0,North America,0,30000,,,,,,,,,,,,,,,
63,5-10 Miles,High School,Skilled Manual,F,19,1,S,2,0,Pacific,3,30000,,,,,,,,,,,,,,,
62,5-10 Miles,Partial College,Skilled Manual,M,23,1,S,2,0,Pacific,2,40000,,,,,,,,,,,,,,,
62,5-10 Miles,Partial College,Skilled Manual,F,21,1,M,2,0,Pacific,2,40000,,,,,,,,,,,,,,,
62,5-10 Miles,Partial College,Skilled Manual,F,24,1,S,2,0,Pacific,2,40000,,,,,,,,,,,,,,,
61,5-10 Miles,Partial High School,Clerical,M,18,0,S,2,0,Pacific,3,40000,,,,,,,,,,,,,,,
60,5-10 Miles,Partial College,Skilled Manual,F,20,1,M,2,0,Pacific,2,80000,,,,,,,,,,,,,,,
60,5-10 Miles,Partial College,Skilled Manual,M,9,1,S,2,0,Pacific,2,80000,,,,,,,,,,,,,,,
60,5-10 Miles,Partial College,Skilled Manual,M,17,1,S,2,0,Pacific,2,80000,,,,,,,,,,,,,,,
40,5-10 Miles,Partial College,Skilled Manual,F,69,1,M,2,0,North America,0,40000,,,,,,,,,,,,,,,
40,1-2 Miles,High School,Skilled Manual,M,634,0,M,2,0,North America,0,40000,,,,,,,,,,,,,,,
40,5-10 Miles,High School,Skilled Manual,F,299,1,S,2,0,North America,0,40000,,,,,,,,,,,,,,,
40,5-10 Miles,High School,Skilled Manual,F,314,1,M,2,0,North America,0,40000,,,,,,,,,,,,,,,
39,5-10 Miles,Partial College,Skilled Manual,M,322,1,M,2,0,North America,0,60000,,,,,,,,,,,,,,,
40,5-10 Miles,Partial College,Skilled Manual,F,325,1,M,2,0,North America,0,60000,,,,,,,,,,,,,,,
40,5-10 Miles,Partial College,Skilled Manual,M,368,1,M,2,0,North America,0,60000,,,,,,,,,,,,,,,
41,5-10 Miles,High School,Skilled Manual,M,316,1,M,2,0,North America,0,50000,,,,,,,,,,,,,,,
41,1-2 Miles,High School,Skilled Manual,M,66,0,S,2,0,North America,0,50000,,,,,,,,,,,,,,,
42,5-10 Miles,Partial College,Skilled Manual,M,52,1,S,2,0,North America,0,60000,,,,,,,,,,,,,,,
42,0-1 Miles,Partial College,Professional,M,301,0,S,2,0,North America,0,70000,,,,,,,,,,,,,,,
59,1-2 Miles,High School,Skilled Manual,M,25,0,S,2,0,Pacific,2,80000,,,,,,,,,,,,,,,
58,5-10 Miles,High School,Skilled Manual,M,14,1,S,2,0,Pacific,2,80000,,,,,,,,,,,,,,,
58,1-2 Miles,High School,Skilled Manual,M,5,0,M,2,0,Pacific,2,80000,,,,,,,,,,,,,,,
58,1-2 Miles,High School,Skilled Manual,F,2,0,S,2,0,Pacific,2,70000,,,,,,,,,,,,,,,
58,5-10 Miles,High School,Skilled Manual,F,3,1,M,2,0,Pacific,2,70000,,,,,,,,,,,,,,,
56,0-1 Miles,Bachelors,Management,F,12,0,S,3,0,Pacific,1,100000,,,,,,,,,,,,,,,
56,0-1 Miles,Bachelors,Management,M,38,0,S,4,0,Pacific,1,100000,,,,,,,,,,,,,,,
57,10+ Miles,Bachelors,Management,F,35,0,M,0,1,Pacific,1,100000,,,,,,,,,,,,,,,
56,2-5 Miles,Bachelors,Management,M,26,1,S,3,1,Pacific,1,100000,,,,,,,,,,,,,,,
41,5-10 Miles,High School,Professional,M,69,1,M,2,0,North America,0,50000,,,,,,,,,,,,,,,
41,1-2 Miles,High School,Professional,M,607,0,S,2,0,North America,0,50000,,,,,,,,,,,,,,,
41,5-10 Miles,Partial College,Professional,M,641,1,S,2,0,North America,0,60000,,,,,,,,,,,,,,,
41,5-10 Miles,Partial College,Professional,M,648,1,S,2,0,North America,0,60000,,,,,,,,,,,,,,,
40,1-2 Miles,Partial College,Professional,M,301,0,S,2,0,North America,0,60000,,,,,,,,,,,,,,,
48,0-1 Miles,Graduate Degree,Management,M,339,0,S,4,1,North America,0,130000,,,,,,,,,,,,,,,
51,5-10 Miles,Bachelors,Skilled Manual,M,298,0,S,3,4,North America,4,60000,,,,,,,,,,,,,,,
51,5-10 Miles,Bachelors,Skilled Manual,M,611,0,S,3,4,North America,4,60000,,,,,,,,,,,,,,,
51,2-5 Miles,Bachelors,Skilled Manual,M,334,1,M,2,2,North America,4,60000,,,,,,,,,,,,,,,
50,0-1 Miles,Bachelors,Skilled Manual,M,336,0,S,2,2,North America,4,60000,,,,,,,,,,,,,,,
52,2-5 Miles,Bachelors,Professional,F,315,0,S,1,0,North America,0,40000,,,,,,,,,,,,,,,
52,2-5 Miles,Bachelors,Professional,M,358,1,M,2,2,North America,4,70000,,,,,,,,,,,,,,,
52,2-5 Miles,Bachelors,Professional,F,59,1,S,2,2,North America,4,70000,,,,,,,,,,,,,,,
47,0-1 Miles,Bachelors,Professional,F,337,0,S,1,0,North America,0,70000,,,,,,,,,,,,,,,
47,2-5 Miles,Bachelors,Professional,F,345,1,S,1,0,North America,0,70000,,,,,,,,,,,,,,,
47,0-1 Miles,Bachelors,Professional,F,368,0,S,1,0,North America,0,70000,,,,,,,,,,,,,,,
52,2-5 Miles,Bachelors,Professional,M,55,1,M,3,2,North America,4,70000,,,,,,,,,,,,,,,
53,2-5 Miles,Bachelors,Professional,M,299,1,S,1,0,North America,1,70000,,,,,,,,,,,,,,,
53,2-5 Miles,Bachelors,Professional,F,299,1,M,1,0,North America,1,70000,,,,,,,,,,,,,,,
53,0-1 Miles,Bachelors,Professional,F,51,0,S,1,0,North America,1,70000,,,,,,,,,,,,,,,
53,0-1 Miles,Bachelors,Professional,F,57,0,S,1,0,North America,1,60000,,,,,,,,,,,,,,,
53,0-1 Miles,Partial College,Skilled Manual,M,326,1,M,1,0,North America,1,60000,,,,,,,,,,,,,,,
53,2-5 Miles,Partial College,Skilled Manual,F,553,1,M,1,0,North America,1,60000,,,,,,,,,,,,,,,
52,0-1 Miles,Partial College,Skilled Manual,F,334,1,M,1,0,North America,1,60000,,,,,,,,,,,,,,,
54,0-1 Miles,High School,Skilled Manual,F,49,0,M,2,2,North America,4,40000,,,,,,,,,,,,,,,
54,2-5 Miles,High School,Skilled Manual,F,312,1,M,2,2,North America,4,40000,,,,,,,,,,,,,,,
54,2-5 Miles,Partial College,Skilled Manual,M,338,1,S,1,0,North America,1,60000,,,,,,,,,,,,,,,
53,2-5 Miles,Partial College,Skilled Manual,F,337,1,M,1,0,North America,1,60000,,,,,,,,,,,,,,,
54,0-1 Miles,Partial College,Skilled Manual,M,69,0,M,1,0,North America,1,60000,,,,,,,,,,,,,,,
54,2-5 Miles,Partial College,Skilled Manual,F,325,1,M,1,0,North America,1,60000,,,,,,,,,,,,,,,
53,0-1 Miles,Partial College,Skilled Manual,M,612,1,M,1,0,North America,1,60000,,,,,,,,,,,,,,,
53,2-5 Miles,Partial College,Skilled Manual,M,301,1,M,1,0,North America,1,60000,,,,,,,,,,,,,,,
55,2-5 Miles,High School,Skilled Manual,M,49,1,S,2,2,North America,4,40000,,,,,,,,,,,,,,,
55,2-5 Miles,High School,Skilled Manual,M,536,1,M,3,2,North America,4,40000,,,,,,,,,,,,,,,
55,2-5 Miles,High School,Skilled Manual,M,536,1,M,3,2,North America,4,40000,,,,,,,,,,,,,,,
48,0-1 Miles,Partial College,Skilled Manual,F,56,0,S,1,0,North America,0,60000,,,,,,,,,,,,,,,
48,0-1 Miles,Partial College,Skilled Manual,M,62,0,S,1,0,North America,0,60000,,,,,,,,,,,,,,,
48,2-5 Miles,Partial College,Skilled Manual,F,69,0,S,1,0,North America,0,60000,,,,,,,,,,,,,,,
47,0-1 Miles,Partial College,Skilled Manual,M,536,0,S,1,0,North America,0,60000,,,,,,,,,,,,,,,
48,2-5 Miles,Partial College,Skilled Manual,M,609,0,S,1,0,North America,0,60000,,,,,,,,,,,,,,,
55,2-5 Miles,Partial College,Skilled Manual,F,543,1,M,1,0,North America,1,60000,,,,,,,,,,,,,,,
55,0-1 Miles,Partial College,Skilled Manual,M,385,1,M,1,0,North America,1,60000,,,,,,,,,,,,,,,
55,2-5 Miles,Partial College,Skilled Manual,F,301,1,M,1,0,North America,1,60000,,,,,,,,,,,,,,,
55,2-5 Miles,Partial College,Skilled Manual,F,345,1,M,1,0,North America,1,60000,,,,,,,,,,,,,,,
55,2-5 Miles,Partial College,Skilled Manual,M,301,1,M,1,0,North America,1,60000,,,,,,,,,,,,,,,
55,0-1 Miles,Partial College,Skilled Manual,F,536,1,M,1,0,North America,1,60000,,,,,,,,,,,,,,,
55,2-5 Miles,Bachelors,Professional,M,338,1,M,0,3,North America,4,60000,,,,,,,,,,,,,,,
56,2-5 Miles,Bachelors,Professional,F,542,1,S,0,3,North America,4,60000,,,,,,,,,,,,,,,
55,0-1 Miles,Graduate Degree,Professional,M,54,0,S,1,0,North America,2,70000,,,,,,,,,,,,,,,
56,2-5 Miles,Graduate Degree,Professional,F,355,1,S,1,0,North America,2,70000,,,,,,,,,,,,,,,
56,2-5 Miles,Graduate Degree,Professional,F,612,1,S,1,0,North America,2,70000,,,,,,,,,,,,,,,
55,10+ Miles,Graduate Degree,Professional,F,648,1,M,3,5,North America,5,70000,,,,,,,,,,,,,,,
56,10+ Miles,Graduate Degree,Professional,F,335,1,S,3,5,North America,5,70000,,,,,,,,,,,,,,,
56,0-1 Miles,Graduate Degree,Professional,F,536,0,S,0,0,North America,1,80000,,,,,,,,,,,,,,,
56,0-1 Miles,Graduate Degree,Professional,F,43,0,S,0,0,North America,3,80000,,,,,,,,,,,,,,,
57,0-1 Miles,Partial College,Skilled Manual,M,548,1,M,1,0,North America,1,80000,,,,,,,,,,,,,,,
56,2-5 Miles,Bachelors,Professional,F,68,1,S,1,0,North America,1,60000,,,,,,,,,,,,,,,
57,0-1 Miles,Bachelors,Professional,M,66,0,M,1,0,North America,1,60000,,,,,,,,,,,,,,,
57,0-1 Miles,Bachelors,Professional,F,360,0,S,1,0,North America,1,60000,,,,,,,,,,,,,,,
57,2-5 Miles,Bachelors,Professional,F,369,1,M,1,0,North America,1,60000,,,,,,,,,,,,,,,
45,0-1 Miles,Graduate Degree,Management,M,25,1,M,0,4,Pacific,4,80000,,,,,,,,,,,,,,,
46,0-1 Miles,Graduate Degree,Management,F,32,1,S,0,4,Pacific,4,80000,,,,,,,,,,,,,,,
46,0-1 Miles,Graduate Degree,Management,M,38,1,M,0,0,Pacific,1,90000,,,,,,,,,,,,,,,
45,2-5 Miles,Graduate Degree,Management,M,19,1,M,0,0,Pacific,1,100000,,,,,,,,,,,,,,,
47,0-1 Miles,Bachelors,Professional,F,22,0,M,1,2,Pacific,2,60000,,,,,,,,,,,,,,,
45,0-1 Miles,Graduate Degree,Management,F,13,1,S,1,4,Pacific,4,80000,,,,,,,,,,,,,,,
45,0-1 Miles,Graduate Degree,Management,M,37,1,M,1,4,Pacific,4,80000,,,,,,,,,,,,,,,
45,0-1 Miles,Bachelors,Professional,F,30,1,S,0,0,Pacific,2,90000,,,,,,,,,,,,,,,
46,2-5 Miles,Bachelors,Professional,F,39,1,M,1,2,Pacific,2,60000,,,,,,,,,,,,,,,
47,2-5 Miles,Bachelors,Professional,F,6,1,M,1,2,Pacific,2,60000,,,,,,,,,,,,,,,
46,2-5 Miles,Bachelors,Professional,M,26,1,M,1,2,Pacific,2,60000,,,,,,,,,,,,,,,
47,2-5 Miles,Bachelors,Professional,F,33,1,M,1,2,Pacific,2,60000,,,,,,,,,,,,,,,
47,10+ Miles,Bachelors,Professional,M,35,0,M,3,5,Pacific,5,70000,,,,,,,,,,,,,,,
47,10+ Miles,Bachelors,Professional,F,4,1,M,3,5,Pacific,5,70000,,,,,,,,,,,,,,,
47,0-1 Miles,Bachelors,Professional,F,40,0,S,1,2,Pacific,2,60000,,,,,,,,,,,,,,,
48,10+ Miles,Bachelors,Professional,F,15,0,M,3,5,Pacific,5,70000,,,,,,,,,,,,,,,
45,0-1 Miles,Graduate Degree,Management,F,21,1,S,0,0,Pacific,1,110000,,,,,,,,,,,,,,,
48,10+ Miles,Bachelors,Professional,F,7,1,M,4,5,Pacific,5,70000,,,,,,,,,,,,,,,
48,0-1 Miles,Graduate Degree,Management,M,6,1,S,3,5,Pacific,5,80000,,,,,,,,,,,,,,,
48,0-1 Miles,Bachelors,Professional,F,26,0,S,4,5,Pacific,5,80000,,,,,,,,,,,,,,,
57,5-10 Miles,High School,Professional,F,361,1,M,2,0,North America,2,60000,,,,,,,,,,,,,,,
58,1-2 Miles,High School,Professional,M,552,0,S,2,0,North America,2,60000,,,,,,,,,,,,,,,
58,5-10 Miles,High School,Professional,F,315,1,S,2,0,North America,2,60000,,,,,,,,,,,,,,,
58,2-5 Miles,Partial College,Professional,M,345,0,S,1,0,North America,2,90000,,,,,,,,,,,,,,,
57,5-10 Miles,Partial College,Professional,M,359,1,M,1,0,North America,2,90000,,,,,,,,,,,,,,,
59,5-10 Miles,Partial High School,Skilled Manual,M,614,1,M,2,0,North America,2,80000,,,,,,,,,,,,,,,
58,1-2 Miles,Partial High School,Skilled Manual,M,632,0,S,2,0,North America,2,80000,,,,,,,,,,,,,,,
59,1-2 Miles,Partial High School,Skilled Manual,F,633,0,S,2,0,North America,2,80000,,,,,,,,,,,,,,,
58,1-2 Miles,Partial High School,Skilled Manual,F,374,0,S,2,0,North America,2,80000,,,,,,,,,,,,,,,
58,5-10 Miles,Partial High School,Skilled Manual,F,385,1,S,2,0,North America,2,80000,,,,,,,,,,,,,,,
59,5-10 Miles,Partial High School,Skilled Manual,M,548,1,S,2,0,North America,2,80000,,,,,,,,,,,,,,,
50,0-1 Miles,Partial College,Professional,M,536,0,S,3,4,North America,4,90000,,,,,,,,,,,,,,,
50,0-1 Miles,Partial College,Professional,M,644,0,S,4,1,North America,4,100000,,,,,,,,,,,,,,,
50,2-5 Miles,Partial College,Professional,M,298,1,M,4,1,North America,4,100000,,,,,,,,,,,,,,,
50,1-2 Miles,Bachelors,Management,M,312,0,S,4,2,North America,2,120000,,,,,,,,,,,,,,,
50,1-2 Miles,Bachelors,Management,F,314,0,S,4,2,North America,2,120000,,,,,,,,,,,,,,,
50,2-5 Miles,Bachelors,Management,F,315,1,M,4,2,North America,3,120000,,,,,,,,,,,,,,,
50,1-2 Miles,Bachelors,Management,M,322,0,S,4,2,North America,3,120000,,,,,,,,,,,,,,,
51,0-1 Miles,Partial College,Professional,M,69,0,S,1,3,North America,4,80000,,,,,,,,,,,,,,,
51,2-5 Miles,Partial College,Professional,M,633,0,M,1,0,North America,0,90000,,,,,,,,,,,,,,,
51,2-5 Miles,Partial College,Professional,M,635,1,M,0,2,North America,5,100000,,,,,,,,,,,,,,,
51,2-5 Miles,Partial College,Professional,F,307,1,M,4,2,North America,4,120000,,,,,,,,,,,,,,,
50,0-1 Miles,Bachelors,Management,M,335,0,S,3,2,North America,2,130000,,,,,,,,,,,,,,,
51,0-1 Miles,Bachelors,Management,F,374,1,M,3,1,North America,1,160000,,,,,,,,,,,,,,,
59,2-5 Miles,Partial College,Professional,M,50,1,S,1,0,North America,3,80000,,,,,,,,,,,,,,,
58,0-1 Miles,Partial College,Professional,F,539,0,S,2,0,North America,3,80000,,,,,,,,,,,,,,,
58,5-10 Miles,Partial College,Professional,M,542,1,S,0,1,North America,2,90000,,,,,,,,,,,,,,,
52,0-1 Miles,Partial College,Professional,M,53,0,S,2,3,North America,4,80000,,,,,,,,,,,,,,,
52,10+ Miles,Partial College,Professional,F,545,1,M,1,0,North America,0,90000,,,,,,,,,,,,,,,
52,2-5 Miles,Partial College,Professional,M,298,1,M,2,2,North America,0,100000,,,,,,,,,,,,,,,
52,2-5 Miles,Partial College,Professional,M,300,1,M,2,2,North America,0,100000,,,,,,,,,,,,,,,
51,0-1 Miles,Bachelors,Management,F,345,1,M,4,2,North America,3,130000,,,,,,,,,,,,,,,
52,0-1 Miles,Bachelors,Management,M,383,0,S,4,1,North America,1,160000,,,,,,,,,,,,,,,
53,0-1 Miles,Partial College,Professional,F,66,0,S,3,4,North America,5,80000,,,,,,,,,,,,,,,
53,5-10 Miles,Partial College,Professional,M,607,1,S,3,4,North America,5,90000,,,,,,,,,,,,,,,
52,5-10 Miles,Partial College,Professional,M,536,1,M,3,4,North America,5,90000,,,,,,,,,,,,,,,
53,5-10 Miles,Partial College,Professional,M,648,1,S,4,2,North America,1,100000,,,,,,,,,,,,,,,
53,2-5 Miles,Bachelors,Management,F,360,0,S,1,3,North America,1,130000,,,,,,,,,,,,,,,
52,0-1 Miles,Bachelors,Management,M,369,1,M,3,2,North America,1,160000,,,,,,,,,,,,,,,
54,2-5 Miles,Partial College,Professional,M,50,0,S,3,4,North America,5,70000,,,,,,,,,,,,,,,
54,5-10 Miles,Partial College,Professional,F,69,1,M,3,4,North America,5,80000,,,,,,,,,,,,,,,
54,5-10 Miles,Partial College,Professional,F,616,1,M,3,4,North America,5,80000,,,,,,,,,,,,,,,
54,5-10 Miles,Partial College,Professional,M,616,1,M,3,4,North America,5,80000,,,,,,,,,,,,,,,
53,1-2 Miles,Partial College,Professional,F,623,0,S,1,3,North America,4,90000,,,,,,,,,,,,,,,
54,5-10 Miles,High School,Professional,M,548,1,S,2,3,North America,4,90000,,,,,,,,,,,,,,,
54,1-2 Miles,High School,Professional,M,548,0,S,2,3,North America,4,90000,,,,,,,,,,,,,,,
54,5-10 Miles,Partial College,Professional,F,302,1,M,4,3,North America,1,110000,,,,,,,,,,,,,,,
54,5-10 Miles,High School,Professional,F,311,1,S,4,3,North America,1,120000,,,,,,,,,,,,,,,
54,2-5 Miles,Bachelors,Management,F,325,0,S,1,3,North America,1,130000,,,,,,,,,,,,,,,
60,5-10 Miles,High School,Professional,M,644,1,S,2,0,North America,2,60000,,,,,,,,,,,,,,,
60,5-10 Miles,High School,Professional,M,300,1,S,2,0,North America,2,60000,,,,,,,,,,,,,,,
59,5-10 Miles,High School,Professional,M,66,1,M,1,3,North America,4,70000,,,,,,,,,,,,,,,
60,10+ Miles,High School,Professional,F,355,1,M,1,1,North America,2,90000,,,,,,,,,,,,,,,
60,5-10 Miles,Partial High School,Skilled Manual,M,612,1,S,2,0,North America,2,70000,,,,,,,,,,,,,,,
61,1-2 Miles,Partial High School,Skilled Manual,M,302,0,S,2,0,North America,2,70000,,,,,,,,,,,,,,,
79,5-10 Miles,Partial College,Professional,F,609,1,M,2,0,North America,3,40000,,,,,,,,,,,,,,,
80,5-10 Miles,Partial College,Professional,F,609,1,S,2,0,North America,3,40000,,,,,,,,,,,,,,,
80,5-10 Miles,Graduate Degree,Management,M,611,1,M,2,0,North America,2,50000,,,,,,,,,,,,,,,
79,5-10 Miles,Graduate Degree,Management,M,611,1,M,2,0,North America,2,50000,,,,,,,,,,,,,,,
80,5-10 Miles,Graduate Degree,Management,M,546,1,S,2,0,North America,2,50000,,,,,,,,,,,,,,,
79,5-10 Miles,Graduate Degree,Management,M,310,1,M,2,0,North America,4,70000,,,,,,,,,,,,,,,
79,5-10 Miles,Graduate Degree,Management,F,548,1,S,2,0,North America,2,50000,,,,,,,,,,,,,,,
55,1-2 Miles,Partial College,Professional,F,54,0,S,3,4,North America,5,80000,,,,,,,,,,,,,,,
55,5-10 Miles,Partial College,Professional,F,62,1,S,3,4,North America,5,80000,,,,,,,,,,,,,,,
55,5-10 Miles,Partial College,Professional,F,546,1,M,4,2,North America,3,100000,,,,,,,,,,,,,,,
55,1-2 Miles,Partial College,Professional,F,634,0,M,1,3,North America,0,100000,,,,,,,,,,,,,,,
55,5-10 Miles,Partial College,Professional,F,311,1,M,4,3,North America,3,110000,,,,,,,,,,,,,,,
55,5-10 Miles,Partial College,Professional,M,311,1,S,4,3,North America,3,110000,,,,,,,,,,,,,,,
54,2-5 Miles,Partial College,Professional,M,355,0,S,3,3,North America,1,160000,,,,,,,,,,,,,,,
61,1-2 Miles,Partial High School,Skilled Manual,M,49,0,S,2,0,North America,2,70000,,,,,,,,,,,,,,,
61,1-2 Miles,Partial High School,Skilled Manual,M,611,0,S,2,0,North America,3,70000,,,,,,,,,,,,,,,
60,5-10 Miles,Partial High School,Skilled Manual,F,55,1,S,2,0,North America,3,70000,,,,,,,,,,,,,,,
61,1-2 Miles,Partial High School,Skilled Manual,F,369,0,S,2,0,North America,2,60000,,,,,,,,,,,,,,,
61,5-10 Miles,Partial High School,Skilled Manual,F,337,1,S,2,0,North America,2,60000,,,,,,,,,,,,,,,
61,1-2 Miles,Partial High School,Skilled Manual,M,543,0,M,2,0,North America,2,60000,,,,,,,,,,,,,,,
61,1-2 Miles,Graduate Degree,Management,M,299,0,S,2,0,North America,3,70000,,,,,,,,,,,,,,,
62,1-2 Miles,Graduate Degree,Management,F,545,0,S,2,0,North America,3,70000,,,,,,,,,,,,,,,
62,5-10 Miles,Graduate Degree,Management,F,335,1,M,2,0,North America,3,70000,,,,,,,,,,,,,,,
64,1-2 Miles,Partial College,Professional,M,326,0,S,2,0,North America,3,40000,,,,,,,,,,,,,,,
65,5-10 Miles,High School,Professional,F,641,1,S,2,0,North America,4,30000,,,,,,,,,,,,,,,
66,1-2 Miles,High School,Professional,F,312,0,S,2,0,North America,4,30000,,,,,,,,,,,,,,,
66,5-10 Miles,High School,Professional,F,53,1,M,2,0,North America,4,30000,,,,,,,,,,,,,,,
50,5-10 Miles,Bachelors,Professional,M,40,1,S,2,3,Pacific,3,60000,,,,,,,,,,,,,,,
51,10+ Miles,Bachelors,Professional,F,38,1,M,3,4,Pacific,4,60000,,,,,,,,,,,,,,,
51,10+ Miles,Bachelors,Professional,F,32,1,S,3,4,Pacific,4,60000,,,,,,,,,,,,,,,
52,5-10 Miles,Bachelors,Professional,F,36,1,M,3,5,Pacific,5,60000,,,,,,,,,,,,,,,
52,5-10 Miles,Bachelors,Professional,F,26,1,M,1,2,Pacific,3,60000,,,,,,,,,,,,,,,
51,5-10 Miles,Bachelors,Professional,M,21,1,S,2,2,Pacific,3,60000,,,,,,,,,,,,,,,
48,0-1 Miles,Bachelors,Professional,F,23,0,M,0,2,Pacific,2,90000,,,,,,,,,,,,,,,
48,0-1 Miles,Bachelors,Professional,M,36,0,M,0,4,Pacific,4,90000,,,,,,,,,,,,,,,
48,1-2 Miles,Graduate Degree,Management,M,18,1,S,0,0,Pacific,0,100000,,,,,,,,,,,,,,,
52,0-1 Miles,Partial College,Skilled Manual,F,6,0,S,1,0,Pacific,1,60000,,,,,,,,,,,,,,,
53,5-10 Miles,Bachelors,Professional,M,27,1,S,1,0,Pacific,1,60000,,,,,,,,,,,,,,,
52,5-10 Miles,Bachelors,Professional,M,39,1,S,1,0,Pacific,1,60000,,,,,,,,,,,,,,,
52,0-1 Miles,Bachelors,Professional,F,24,0,S,1,0,Pacific,1,60000,,,,,,,,,,,,,,,
53,0-1 Miles,Bachelors,Professional,F,35,0,M,1,0,Pacific,1,60000,,,,,,,,,,,,,,,
53,0-1 Miles,Partial College,Skilled Manual,M,15,0,M,1,0,Pacific,1,60000,,,,,,,,,,,,,,,
54,0-1 Miles,Bachelors,Professional,F,25,0,M,1,0,Pacific,1,60000,,,,,,,,,,,,,,,
55,0-1 Miles,Partial College,Skilled Manual,F,5,0,S,1,0,Pacific,1,60000,,,,,,,,,,,,,,,
54,5-10 Miles,Partial College,Skilled Manual,F,12,1,S,1,0,Pacific,1,60000,,,,,,,,,,,,,,,
55,0-1 Miles,Partial College,Skilled Manual,M,20,0,M,1,0,Pacific,1,60000,,,,,,,,,,,,,,,
51,5-10 Miles,Bachelors,Professional,M,9,0,S,1,0,Pacific,0,70000,,,,,,,,,,,,,,,
52,5-10 Miles,Bachelors,Professional,M,31,0,S,2,0,Pacific,0,70000,,,,,,,,,,,,,,,
52,5-10 Miles,Partial College,Skilled Manual,M,3,1,M,1,0,Pacific,1,60000,,,,,,,,,,,,,,,
54,0-1 Miles,Partial College,Skilled Manual,M,23,0,S,1,0,Pacific,1,60000,,,,,,,,,,,,,,,
56,2-5 Miles,Bachelors,Professional,F,26,1,S,1,0,Pacific,2,90000,,,,,,,,,,,,,,,
57,0-1 Miles,Partial College,Skilled Manual,F,33,0,S,1,0,Pacific,1,70000,,,,,,,,,,,,,,,
59,5-10 Miles,Partial College,Skilled Manual,M,26,1,M,1,0,Pacific,2,80000,,,,,,,,,,,,,,,
61,5-10 Miles,Partial College,Clerical,M,27,1,S,2,0,Pacific,2,30000,,,,,,,,,,,,,,,
39,5-10 Miles,High School,Skilled Manual,M,631,1,M,2,0,North America,0,30000,,,,,,,,,,,,,,,
39,0-1 Miles,High School,Skilled Manual,F,301,0,M,2,0,North America,0,30000,,,,,,,,,,,,,,,
39,5-10 Miles,High School,Skilled Manual,M,62,1,M,2,0,North America,0,40000,,,,,,,,,,,,,,,
35,0-1 Miles,High School,Skilled Manual,F,299,0,M,2,0,North America,0,30000,,,,,,,,,,,,,,,
34,5-10 Miles,High School,Skilled Manual,F,611,1,S,2,0,North America,0,30000,,,,,,,,,,,,,,,
34,0-1 Miles,High School,Skilled Manual,F,311,0,M,2,0,North America,0,30000,,,,,,,,,,,,,,,
35,5-10 Miles,High School,Skilled Manual,M,627,1,M,2,0,North America,0,40000,,,,,,,,,,,,,,,
34,5-10 Miles,High School,Skilled Manual,F,546,1,M,2,0,North America,0,40000,,,,,,,,,,,,,,,
78,0-1 Miles,Partial College,Clerical,F,14,0,M,2,0,Pacific,2,30000,,,,,,,,,,,,,,,
